transaction_id,amount,status,failure_reason,payment_method,attempt_count,customer_history,timestamp
TX0363,8599,success,none,NetBanking,1,returning,2026-08-23 02:29:26.462296
TX0364,6125,success,none,Card,1,new,2026-08-24 18:29:26.462305
TX0365,5075,success,none,Card,1,new,2026-08-24 00:22:26.462316
TX0366,7921,success,none,NetBanking,1,frequent,2026-08-19 01:55:26.462324
TX0367,7834,success,none,Wallet,1,new,2026-08-24 10:43:26.462333
TX0368,9912,failed,insufficient_funds,NetBanking,1,new,2026-08-21 17:16:26.462342
TX0369,625,success,none,Wallet,1,new,2026-08-24 03:13:26.462351
TX0370,5140,success,none,NetBanking,1,frequent,2026-08-19 06:36:26.462358
TX0371,5577,success,none,NetBanking,1,new,2026-08-20 13:05:26.462366
TX0372,2246,success,none,NetBanking,1,returning,2026-08-19 01:00:26.462374
TX0373,1011,success,none,Wallet,1,frequent,2026-08-22 19:29:26.462383
TX0374,636,failed,bank_error,NetBanking,1,new,2026-08-21 07:09:26.462392
TX0375,3685,success,none,NetBanking,1,returning,2026-08-20 10:54:26.462400
TX0376,2794,success,none,NetBanking,1,frequent,2026-08-23 17:51:26.462409
TX0377,936,success,none,NetBanking,1,new,2026-08-19 20:09:26.462417
TX0378,3175,success,none,Wallet,1,new,2026-08-22 13:06:26.462425
TX0379,3702,success,none,Wallet,1,returning,2026-08-24 12:27:26.462434
TX0380,8372,success,none,NetBanking,1,frequent,2026-08-22 19:43:26.462442
TX0381,7619,success,none,UPI,1,new,2026-08-24 15:40:26.462450
TX0382,2187,success,none,Wallet,1,new,2026-08-19 13:51:26.462458
TX0383,4791,success,none,Card,1,new,2026-08-23 19:44:26.462465
TX0384,3271,failed,timeout,Card,3,returning,2026-08-24 05:05:26.462473
TX0385,6672,success,none,NetBanking,1,new,2026-08-19 11:07:26.462483
TX0386,2518,success,none,UPI,1,frequent,2026-08-24 13:17:26.462491
TX0387,693,failed,insufficient_funds,UPI,3,new,2026-08-22 22:55:26.462500
TX0388,3049,success,none,Card,1,new,2026-08-22 21:04:26.462509
TX0389,409,success,none,UPI,1,returning,2026-08-25 13:51:26.462516
TX0390,1883,success,none,Wallet,1,returning,2026-08-21 20:17:26.462525
TX0391,2541,success,none,Wallet,1,frequent,2026-08-21 12:29:26.462533
TX0392,5393,failed,bank_error,Wallet,2,new,2026-08-21 23:49:26.462541
TX0393,8802,success,none,Card,1,returning,2026-08-25 22:05:26.462549
TX0394,9199,failed,timeout,NetBanking,2,new,2026-08-21 23:54:26.462559
TX0395,2511,success,none,NetBanking,1,frequent,2026-08-23 19:19:26.462566
TX0396,489,failed,network_error,NetBanking,1,new,2026-08-21 11:10:26.462574
TX0397,3160,success,none,UPI,1,frequent,2026-08-24 16:43:26.462583
TX0398,8989,success,none,Card,1,new,2026-08-19 00:04:26.462590
TX0399,3771,success,none,Card,1,frequent,2026-08-25 09:31:26.462598
TX0400,6343,failed,bank_error,UPI,3,new,2026-08-19 01:03:26.462608
TX0401,1276,failed,timeout,Wallet,2,frequent,2026-08-19 19:50:26.462616
TX0402,7772,success,none,UPI,1,frequent,2026-08-22 11:41:26.462625
TX0403,9536,success,none,UPI,1,frequent,2026-08-23 04:27:26.462632
TX0404,9994,success,none,Wallet,1,new,2026-08-21 20:19:26.462642
TX0405,5780,failed,insufficient_funds,Card,1,frequent,2026-08-23 10:27:26.462651
TX0406,678,success,none,Wallet,1,returning,2026-08-19 17:29:26.462659
TX0407,6278,success,none,NetBanking,1,returning,2026-08-23 08:59:26.462666
TX0408,1325,failed,bank_error,NetBanking,1,returning,2026-08-22 12:03:26.462677
TX0409,2730,success,none,Card,1,frequent,2026-08-20 06:41:26.462686
TX0410,3866,success,none,Wallet,1,frequent,2026-08-24 23:06:26.462694
TX0411,2100,success,none,UPI,1,returning,2026-08-21 16:23:26.462702
TX0412,5948,success,none,Wallet,1,new,2026-08-21 10:34:26.462709
TX0413,7441,success,none,Wallet,1,new,2026-08-21 19:39:26.462716
TX0414,7969,success,none,Wallet,1,frequent,2026-08-25 20:40:26.462724
TX0415,699,success,none,NetBanking,1,new,2026-08-24 22:45:26.462731
TX0416,4013,failed,bank_error,Card,1,frequent,2026-08-24 06:37:26.462742
TX0417,7279,failed,network_error,NetBanking,2,returning,2026-08-21 22:54:26.462752
TX0418,1013,failed,bank_error,Wallet,2,frequent,2026-08-23 05:16:26.462761
TX0419,7910,success,none,Wallet,1,new,2026-08-22 14:32:26.462770
TX0420,7589,success,none,Wallet,1,frequent,2026-08-25 02:55:26.462779
TX0421,1983,success,none,Card,1,returning,2026-08-20 03:33:26.462787
TX0422,2931,success,none,Wallet,1,frequent,2026-08-21 02:52:26.462796
TX0423,2214,success,none,Card,1,returning,2026-08-22 14:31:26.462804
TX0424,7145,success,none,Card,1,new,2026-08-22 13:16:26.462816
TX0425,5968,success,none,UPI,1,frequent,2026-08-25 07:50:26.462825
TX0426,3012,success,none,UPI,1,frequent,2026-08-19 02:59:26.462833
TX0427,9818,success,none,UPI,1,frequent,2026-08-19 21:11:26.462842
TX0428,1981,failed,insufficient_funds,UPI,1,frequent,2026-08-24 11:58:26.462851
TX0429,8955,failed,timeout,UPI,3,returning,2026-08-21 15:12:26.462863
TX0430,1552,success,none,Wallet,1,new,2026-08-24 08:09:26.462873
TX0431,9713,success,none,Wallet,1,new,2026-08-22 04:59:26.462884
TX0432,9771,success,none,NetBanking,1,new,2026-08-21 04:26:26.462893
TX0433,493,success,none,UPI,1,frequent,2026-08-23 11:57:26.462901
TX0434,4527,success,none,Card,1,frequent,2026-08-22 01:42:26.462910
TX0435,2253,failed,insufficient_funds,NetBanking,1,returning,2026-08-25 02:54:26.462920
TX0436,931,success,none,Card,1,new,2026-08-21 07:53:26.462929
TX0437,8750,success,none,UPI,1,returning,2026-08-20 17:30:26.462937
TX0438,5305,failed,bank_error,Card,3,returning,2026-08-24 02:28:26.462948
TX0439,4684,success,none,NetBanking,1,new,2026-08-19 14:27:26.462956
TX0440,3787,failed,insufficient_funds,Card,1,returning,2026-08-21 05:50:26.462966
TX0441,4238,failed,network_error,UPI,1,frequent,2026-08-20 22:13:26.462975
TX0442,931,failed,insufficient_funds,Card,2,frequent,2026-08-22 08:48:26.462985
TX0443,589,success,none,Card,1,frequent,2026-08-21 18:15:26.462995
TX0444,2835,failed,bank_error,Card,3,new,2026-08-23 09:04:26.463004
TX0445,7419,success,none,UPI,1,new,2026-08-19 12:43:26.463013
TX0446,9395,failed,insufficient_funds,Wallet,1,returning,2026-08-19 06:49:26.463023
TX0447,1922,failed,bank_error,UPI,3,returning,2026-08-24 23:48:26.463034
TX0448,6307,failed,bank_error,UPI,3,returning,2026-08-24 19:56:26.463043
TX0449,5656,success,none,NetBanking,1,new,2026-08-19 09:12:26.463052
TX0450,323,failed,timeout,Card,3,new,2026-08-24 23:17:26.463062
TX0451,9381,success,none,NetBanking,1,new,2026-08-24 18:12:26.463070
TX0452,6405,success,none,NetBanking,1,new,2026-08-20 04:14:26.463079
TX0453,5108,success,none,Card,1,returning,2026-08-24 11:49:26.463087
TX0454,4435,success,none,NetBanking,1,new,2026-08-25 18:21:26.463097
TX0455,360,success,none,UPI,1,frequent,2026-08-20 02:49:26.463105
TX0456,801,success,none,Wallet,1,returning,2026-08-22 04:38:26.463114
TX0457,3220,failed,network_error,UPI,2,new,2026-08-24 05:31:26.463124
TX0458,357,success,none,NetBanking,1,frequent,2026-08-20 00:18:26.463135
TX0459,384,success,none,NetBanking,1,frequent,2026-08-20 18:23:26.463216
TX0460,2584,success,none,Wallet,1,frequent,2026-08-24 08:20:26.463271
TX0461,5724,success,none,Card,1,new,2026-08-21 08:17:26.463289
TX0462,7407,failed,insufficient_funds,UPI,1,new,2026-08-21 22:00:26.463311
TX0463,421,failed,bank_error,Wallet,2,new,2026-08-21 22:03:26.463338
TX0464,1854,success,none,Card,1,new,2026-08-25 05:06:26.463354
TX0465,8553,success,none,NetBanking,1,frequent,2026-08-21 03:31:26.463370
TX0466,5239,failed,network_error,Wallet,1,new,2026-08-21 15:36:26.463388
TX0467,1875,success,none,NetBanking,1,returning,2026-08-25 07:00:26.463403
TX0468,1020,success,none,Wallet,1,frequent,2026-08-24 00:06:26.463418
TX0469,5509,success,none,UPI,1,frequent,2026-08-24 21:51:26.463436
TX0470,7155,success,none,Card,1,new,2026-08-25 00:20:26.463451
TX0471,8362,failed,network_error,Wallet,2,frequent,2026-08-20 22:31:26.463481
TX0472,6309,failed,bank_error,UPI,1,returning,2026-08-25 00:51:26.463498
TX0473,3592,failed,bank_error,Card,2,returning,2026-08-22 12:16:26.463515
TX0474,6935,success,none,NetBanking,1,frequent,2026-08-19 09:34:26.463535
TX0475,7191,success,none,UPI,1,returning,2026-08-22 19:00:26.463550
TX0476,1146,success,none,Wallet,1,frequent,2026-08-19 05:27:26.463564
TX0477,5409,success,none,Wallet,1,new,2026-08-23 22:00:26.463578
TX0478,2999,success,none,NetBanking,1,frequent,2026-08-21 22:18:26.463593
TX0479,1237,failed,insufficient_funds,UPI,1,returning,2026-08-19 21:14:26.463609
TX0480,9857,success,none,NetBanking,1,returning,2026-08-25 08:28:26.463623
TX0481,1894,failed,timeout,UPI,2,returning,2026-08-20 21:34:26.463639
TX0482,9477,failed,insufficient_funds,UPI,3,new,2026-08-19 13:10:26.463659
TX0483,1692,success,none,UPI,1,new,2026-08-25 00:28:26.463673
TX0484,9891,success,none,UPI,1,returning,2026-08-19 14:44:26.463688
TX0485,230,success,none,UPI,1,frequent,2026-08-20 17:59:26.463702
TX0486,7348,success,none,NetBanking,1,new,2026-08-25 04:34:26.463718
TX0487,2029,success,none,NetBanking,1,frequent,2026-08-24 12:24:26.463733
TX0488,1247,failed,insufficient_funds,UPI,1,new,2026-08-25 09:42:26.463751
TX0489,7138,success,none,Wallet,1,returning,2026-08-22 21:10:26.463771
TX0490,9502,success,none,NetBanking,1,new,2026-08-24 01:18:26.463785
TX0491,1779,failed,network_error,UPI,2,frequent,2026-08-25 09:14:26.463802
TX0492,6525,success,none,Card,1,new,2026-08-24 09:01:26.463817
TX0493,3554,failed,network_error,UPI,2,new,2026-08-22 18:30:26.463833
TX0494,5265,success,none,NetBanking,1,returning,2026-08-22 15:24:26.463850
TX0495,9609,success,none,Wallet,1,new,2026-08-21 23:20:26.463864
TX0496,9574,success,none,UPI,1,frequent,2026-08-20 03:33:26.463876
TX0497,2146,success,none,Card,1,new,2026-08-19 00:23:26.463906
TX0498,1740,success,none,Card,1,frequent,2026-08-23 22:36:26.463921
TX0499,3689,success,none,NetBanking,1,returning,2026-08-19 12:39:26.463934
TX0500,6701,success,none,Card,1,frequent,2026-08-22 10:47:26.463947
TX0501,4590,failed,insufficient_funds,UPI,3,frequent,2026-08-21 18:56:26.463963
TX0502,6813,success,none,UPI,1,frequent,2026-08-23 10:20:26.463980
TX0503,3807,success,none,NetBanking,1,frequent,2026-08-20 13:11:26.463993
TX0504,1683,success,none,UPI,1,new,2026-08-22 12:44:26.464004
TX0505,5970,success,none,Wallet,1,returning,2026-08-21 12:03:26.464014
TX0506,9560,success,none,Wallet,1,frequent,2026-08-25 10:16:26.464025
TX0507,6560,success,none,Wallet,1,returning,2026-08-20 22:45:26.464036
TX0508,1643,failed,timeout,Card,3,frequent,2026-08-25 16:35:26.464048
TX0509,267,success,none,UPI,1,frequent,2026-08-19 12:47:26.464059
TX0510,9277,success,none,Card,1,frequent,2026-08-23 11:53:26.464069
TX0511,7915,success,none,UPI,1,returning,2026-08-22 12:06:26.464080
TX0512,365,success,none,UPI,1,frequent,2026-08-19 06:57:26.464090
TX0513,1913,failed,network_error,Card,3,returning,2026-08-21 10:04:26.464102
TX0514,1129,success,none,NetBanking,1,frequent,2026-08-21 13:22:26.464113
TX0515,3321,success,none,UPI,1,new,2026-08-21 09:06:26.464124
TX0516,9208,success,none,NetBanking,1,new,2026-08-19 12:28:26.464137
TX0517,4517,success,none,Wallet,1,frequent,2026-08-23 01:08:26.464149
TX0518,3773,failed,timeout,UPI,1,frequent,2026-08-23 08:13:26.464378
TX0519,7310,success,none,UPI,1,returning,2026-08-23 20:57:26.464480
TX0520,5282,success,none,Wallet,1,frequent,2026-08-23 21:47:26.464510
TX0521,6838,success,none,Card,1,new,2026-08-21 04:41:26.464530
TX0522,6215,success,none,Wallet,1,frequent,2026-08-23 14:03:26.464547
TX0523,3573,success,none,Wallet,1,frequent,2026-08-21 15:05:26.464558
TX0524,5840,success,none,Wallet,1,frequent,2026-08-21 10:32:26.464569
TX0525,4027,failed,bank_error,Card,1,frequent,2026-08-19 22:56:26.464582
TX0526,9886,success,none,NetBanking,1,returning,2026-08-21 03:35:26.464593
TX0527,5649,failed,network_error,Wallet,2,returning,2026-08-24 06:17:26.464604
TX0528,5513,success,none,Card,1,frequent,2026-08-21 23:43:26.464614
TX0529,7331,success,none,NetBanking,1,new,2026-08-25 18:22:26.464625
TX0530,9098,success,none,Card,1,new,2026-08-25 13:26:26.464636
TX0531,7648,success,none,NetBanking,1,frequent,2026-08-23 23:30:26.464646
TX0532,1778,failed,bank_error,NetBanking,1,returning,2026-08-24 06:43:26.464658
TX0533,2065,success,none,Card,1,returning,2026-08-19 05:36:26.464666
TX0534,3941,success,none,Card,1,new,2026-08-21 10:01:26.464673
TX0535,5353,failed,timeout,Card,2,returning,2026-08-24 20:01:26.464684
TX0536,3977,success,none,UPI,1,returning,2026-08-23 14:55:26.464690
TX0537,8304,failed,insufficient_funds,NetBanking,2,returning,2026-08-22 11:45:26.464698
TX0538,8087,success,none,Card,1,returning,2026-08-24 13:20:26.464704
TX0539,1311,failed,network_error,NetBanking,1,returning,2026-08-23 09:38:26.464710
TX0540,3536,success,none,NetBanking,1,returning,2026-08-23 22:26:26.464716
TX0541,2899,success,none,Card,1,new,2026-08-25 07:34:26.464724
TX0542,8400,success,none,NetBanking,1,frequent,2026-08-25 01:44:26.464733
TX0543,7462,success,none,NetBanking,1,returning,2026-08-25 11:34:26.464743
TX0544,2159,failed,insufficient_funds,Wallet,1,returning,2026-08-21 18:06:26.464753
TX0545,6041,success,none,Wallet,1,new,2026-08-23 19:45:26.464764
TX0546,9289,success,none,NetBanking,1,returning,2026-08-19 03:41:26.464774
TX0547,7267,failed,bank_error,Wallet,2,frequent,2026-08-20 14:35:26.464786
TX0548,5276,success,none,NetBanking,1,returning,2026-08-24 22:24:26.464796
TX0549,3327,failed,bank_error,Card,2,frequent,2026-08-25 21:37:26.464808
TX0550,9921,failed,network_error,Card,3,new,2026-08-20 19:23:26.464821
TX0551,9773,success,none,NetBanking,1,returning,2026-08-23 02:16:26.464832
TX0552,9606,success,none,NetBanking,1,frequent,2026-08-20 03:31:26.464843
TX0553,5207,success,none,UPI,1,new,2026-08-21 02:51:26.464854
TX0554,979,success,none,UPI,1,frequent,2026-08-20 14:57:26.464864
TX0555,3431,success,none,Card,1,returning,2026-08-22 14:26:26.464873
TX0556,7500,failed,network_error,Card,3,new,2026-08-24 08:22:26.464882
TX0557,4706,success,none,NetBanking,1,frequent,2026-08-20 22:54:26.464890
TX0558,7681,success,none,Card,1,returning,2026-08-22 14:27:26.464903
TX0559,9929,success,none,Card,1,new,2026-08-25 16:37:26.464912
TX0560,1269,success,none,NetBanking,1,new,2026-08-25 16:34:26.464919
TX0561,2434,success,none,NetBanking,1,returning,2026-08-21 06:53:26.464926
TX0562,862,failed,bank_error,Wallet,2,new,2026-08-19 09:56:26.464933
TX0563,5554,success,none,UPI,1,returning,2026-08-23 15:01:26.464939
TX0564,9846,success,none,UPI,1,returning,2026-08-23 21:32:26.464945
TX0565,9584,failed,timeout,Wallet,1,new,2026-08-20 07:26:26.464952
TX0566,4443,success,none,UPI,1,returning,2026-08-25 03:50:26.464958
TX0567,2632,failed,bank_error,Wallet,3,returning,2026-08-24 04:54:26.464965
TX0568,4965,failed,bank_error,Wallet,1,new,2026-08-24 11:16:26.464973
TX0569,1727,failed,network_error,NetBanking,3,new,2026-08-23 03:41:26.464981
TX0570,7939,success,none,UPI,1,new,2026-08-25 22:17:26.464987
TX0571,8064,success,none,NetBanking,1,frequent,2026-08-20 21:54:26.464993
TX0572,3589,success,none,NetBanking,1,frequent,2026-08-24 20:17:26.465000
TX0573,4942,success,none,UPI,1,new,2026-08-24 04:34:26.465006
TX0574,8414,failed,timeout,Wallet,1,new,2026-08-22 13:55:26.465013
TX0575,8452,success,none,Card,1,returning,2026-08-24 22:43:26.465019
TX0576,7465,success,none,Card,1,returning,2026-08-22 09:53:26.465025
TX0577,637,success,none,Card,1,returning,2026-08-23 09:03:26.465031
TX0578,2552,failed,network_error,Wallet,3,returning,2026-08-24 12:54:26.465037
TX0579,4984,success,none,NetBanking,1,new,2026-08-24 12:57:26.465043
TX0580,9997,failed,timeout,NetBanking,3,returning,2026-08-21 07:46:26.465053
TX0581,8966,success,none,UPI,1,new,2026-08-25 20:31:26.465059
TX0582,5791,failed,insufficient_funds,UPI,3,returning,2026-08-20 22:56:26.465067
TX0583,2612,success,none,UPI,1,frequent,2026-08-20 00:16:26.465073
TX0584,2578,success,none,Wallet,1,new,2026-08-24 05:12:26.465079
TX0585,7675,failed,network_error,Card,2,new,2026-08-25 08:32:26.465092
TX0586,1592,failed,timeout,Wallet,3,frequent,2026-08-22 05:45:26.465100
TX0587,7323,success,none,NetBanking,1,returning,2026-08-21 06:01:26.465106
TX0588,8558,success,none,Wallet,1,frequent,2026-08-21 05:01:26.465113
TX0589,2884,success,none,UPI,1,new,2026-08-22 01:42:26.465118
TX0590,996,failed,bank_error,NetBanking,3,new,2026-08-21 07:52:26.465126
TX0591,7831,success,none,Wallet,1,returning,2026-08-23 04:28:26.465132
TX0592,1882,success,none,Wallet,1,frequent,2026-08-20 17:08:26.465138
TX0593,6642,failed,network_error,Card,3,returning,2026-08-25 12:43:26.465144
TX0594,8151,success,none,NetBanking,1,returning,2026-08-21 23:22:26.465153
TX0595,6150,success,none,Card,1,returning,2026-08-21 18:47:26.465163
TX0596,4967,failed,network_error,Wallet,2,returning,2026-08-20 00:51:26.465170
TX0597,2959,failed,network_error,Wallet,2,new,2026-08-21 20:41:26.465177
TX0598,5796,success,none,UPI,1,new,2026-08-21 22:28:26.465184
TX0599,5893,success,none,Card,1,returning,2026-08-24 01:27:26.465193
TX0600,5601,success,none,NetBanking,1,new,2026-08-23 06:57:26.465199
TX0601,1728,success,none,Wallet,1,frequent,2026-08-21 16:17:26.465206
TX0602,8564,success,none,Card,1,returning,2026-08-22 13:24:26.465213
TX0603,9046,success,none,NetBanking,1,returning,2026-08-23 22:07:26.465218
TX0604,1544,success,none,UPI,1,new,2026-08-24 11:02:26.465225
TX0605,391,success,none,UPI,1,frequent,2026-08-23 01:55:26.465232
TX0606,7411,failed,insufficient_funds,NetBanking,3,new,2026-08-20 23:23:26.465238
TX0607,6370,failed,bank_error,NetBanking,3,returning,2026-08-25 16:52:26.465245
TX0608,7565,success,none,UPI,1,frequent,2026-08-19 16:00:26.465251
TX0609,4720,success,none,NetBanking,1,returning,2026-08-24 16:59:26.465258
TX0610,1951,success,none,Card,1,new,2026-08-20 21:35:26.465263
TX0611,1965,success,none,Wallet,1,returning,2026-08-24 02:17:26.465270
TX0612,1099,failed,insufficient_funds,Card,3,new,2026-08-25 08:19:26.465281
TX0613,2117,success,none,Card,1,new,2026-08-24 04:55:26.465288
TX0614,7350,success,none,NetBanking,1,frequent,2026-08-19 06:50:26.465294
TX0615,949,success,none,NetBanking,1,frequent,2026-08-19 09:37:26.465299
TX0616,9816,success,none,Wallet,1,returning,2026-08-22 17:25:26.465305
TX0617,3417,failed,network_error,Wallet,1,frequent,2026-08-25 01:44:26.465313
TX0618,5214,success,none,Card,1,returning,2026-08-24 04:43:26.465319
TX0619,7082,success,none,Card,1,frequent,2026-08-23 05:19:26.465327
TX0620,1838,success,none,Card,1,returning,2026-08-24 01:11:26.465333
TX0621,7924,success,none,Card,1,returning,2026-08-22 00:00:26.465339
TX0622,1140,success,none,UPI,1,new,2026-08-20 17:20:26.465345
TX0623,6170,success,none,Wallet,1,returning,2026-08-22 13:37:26.465351
TX0624,6655,success,none,Card,1,new,2026-08-22 14:09:26.465357
TX0625,6091,success,none,Card,1,new,2026-08-20 17:44:26.465363
TX0626,7620,success,none,Card,1,new,2026-08-23 05:13:26.465369
TX0627,6189,success,none,Card,1,new,2026-08-24 22:16:26.465376
TX0628,8582,failed,timeout,Wallet,1,frequent,2026-08-23 15:46:26.465384
TX0629,9885,failed,insufficient_funds,Card,3,new,2026-08-25 00:36:26.465391
TX0630,6260,success,none,UPI,1,new,2026-08-20 08:13:26.465398
TX0631,2199,success,none,UPI,1,returning,2026-08-19 15:42:26.465409
TX0632,4671,success,none,NetBanking,1,returning,2026-08-22 22:42:26.465420
TX0633,1927,success,none,NetBanking,1,returning,2026-08-25 16:45:26.465430
TX0634,1630,success,none,NetBanking,1,new,2026-08-25 10:19:26.465440
TX0635,5763,success,none,NetBanking,1,frequent,2026-08-23 22:45:26.465504
TX0636,948,success,none,Card,1,new,2026-08-19 10:57:26.465520
TX0637,3801,success,none,UPI,1,frequent,2026-08-20 13:34:26.465531
TX0638,5646,success,none,Card,1,returning,2026-08-20 12:49:26.465546
TX0639,6654,success,none,Card,1,frequent,2026-08-24 02:31:26.465552
TX0640,5280,failed,bank_error,Card,2,returning,2026-08-25 08:51:26.465561
TX0641,4566,failed,bank_error,NetBanking,1,returning,2026-08-21 01:07:26.465569
TX0642,1137,success,none,UPI,1,new,2026-08-24 20:36:26.465575
TX0643,8609,success,none,Wallet,1,returning,2026-08-19 10:02:26.465582
TX0644,9141,success,none,Card,1,frequent,2026-08-23 15:14:26.465591
TX0645,2622,failed,timeout,NetBanking,2,frequent,2026-08-24 06:59:26.465599
TX0646,8540,failed,bank_error,Wallet,2,returning,2026-08-20 13:50:26.465606
TX0647,9216,success,none,Card,1,returning,2026-08-25 20:21:26.465612
TX0648,476,success,none,Card,1,new,2026-08-22 21:06:26.465619
TX0649,4066,success,none,UPI,1,frequent,2026-08-21 14:44:26.465625
TX0650,3703,failed,timeout,NetBanking,2,returning,2026-08-24 05:32:26.465632
TX0651,2460,success,none,Wallet,1,returning,2026-08-19 15:01:26.465638
TX0652,9977,failed,bank_error,NetBanking,1,new,2026-08-21 19:24:26.465645
TX0653,9411,success,none,Wallet,1,returning,2026-08-25 05:12:26.465651
TX0654,9503,failed,timeout,NetBanking,2,returning,2026-08-21 09:55:26.465657
TX0655,4351,success,none,UPI,1,frequent,2026-08-24 15:37:26.465664
TX0656,1947,failed,insufficient_funds,Wallet,3,new,2026-08-24 21:17:26.465670
TX0657,6077,success,none,UPI,1,returning,2026-08-24 03:26:26.465676
TX0658,2036,success,none,Wallet,1,frequent,2026-08-23 09:14:26.465685
TX0659,1626,failed,timeout,NetBanking,3,new,2026-08-23 14:27:26.465692
TX0660,6135,success,none,NetBanking,1,returning,2026-08-21 19:30:26.465698
TX0661,910,success,none,UPI,1,frequent,2026-08-21 02:37:26.465704
TX0662,6966,failed,bank_error,UPI,1,new,2026-08-22 17:05:26.465711
TX0663,4693,failed,insufficient_funds,Wallet,2,frequent,2026-08-21 04:49:26.465720
TX0664,3063,success,none,UPI,1,frequent,2026-08-24 01:15:26.465727
TX0665,1275,success,none,NetBanking,1,returning,2026-08-19 14:21:26.465736
TX0666,275,success,none,NetBanking,1,frequent,2026-08-19 05:50:26.465814
TX0667,1974,success,none,UPI,1,new,2026-08-19 12:49:26.465827
TX0668,1585,success,none,NetBanking,1,new,2026-08-21 23:52:26.465834
TX0669,374,success,none,Card,1,new,2026-08-21 05:39:26.465840
TX0670,665,success,none,Card,1,returning,2026-08-20 18:55:26.465846
TX0671,2140,success,none,NetBanking,1,returning,2026-08-25 00:48:26.465852
TX0672,314,success,none,UPI,1,new,2026-08-20 13:36:26.465859
TX0673,7329,success,none,Wallet,1,new,2026-08-22 20:30:26.465865
TX0674,5663,success,none,Wallet,1,frequent,2026-08-24 08:55:26.465875
TX0675,773,success,none,UPI,1,new,2026-08-21 02:31:26.465881
TX0676,5744,success,none,Card,1,returning,2026-08-19 14:59:26.465887
TX0677,5273,success,none,NetBanking,1,returning,2026-08-22 08:17:26.465897
TX0678,1854,failed,bank_error,NetBanking,3,frequent,2026-08-23 03:06:26.465905
TX0679,7134,failed,network_error,UPI,2,returning,2026-08-25 09:48:26.465913
TX0680,6235,success,none,NetBanking,1,new,2026-08-22 17:50:26.465919
TX0681,4486,failed,bank_error,UPI,3,frequent,2026-08-19 16:54:26.465926
TX0682,9498,failed,timeout,Card,3,frequent,2026-08-19 01:25:26.465934
TX0683,4576,success,none,Wallet,1,new,2026-08-20 18:57:26.465940
TX0684,8585,failed,network_error,Wallet,2,frequent,2026-08-22 14:06:26.465948
TX0685,6684,success,none,UPI,1,returning,2026-08-21 09:08:26.465954
TX0686,3368,success,none,UPI,1,frequent,2026-08-24 10:42:26.465963
TX0687,9956,failed,network_error,Wallet,3,returning,2026-08-21 04:27:26.465970
TX0688,3098,success,none,Wallet,1,returning,2026-08-21 19:23:26.465977
TX0689,5661,success,none,NetBanking,1,new,2026-08-23 03:51:26.465983
TX0690,9852,success,none,UPI,1,frequent,2026-08-21 16:46:26.465989
TX0691,8838,success,none,NetBanking,1,returning,2026-08-19 03:06:26.465995
TX0692,4179,success,none,Card,1,frequent,2026-08-25 03:41:26.466001
TX0693,4547,failed,network_error,Card,2,new,2026-08-25 22:31:26.466007
TX0694,848,success,none,Wallet,1,new,2026-08-22 20:53:26.466014
TX0695,2613,success,none,Card,1,new,2026-08-21 18:29:26.466020
TX0696,4033,success,none,Card,1,returning,2026-08-19 01:29:26.466027
TX0697,5271,success,none,Wallet,1,new,2026-08-24 05:02:26.466035
TX0698,6486,success,none,NetBanking,1,returning,2026-08-20 06:26:26.466041
TX0699,4565,success,none,NetBanking,1,new,2026-08-24 10:19:26.466047
TX0700,5549,success,none,Card,1,new,2026-08-20 06:35:26.466053
TX0701,2782,success,none,UPI,1,frequent,2026-08-23 05:39:26.466060
TX0702,8126,failed,timeout,Wallet,2,returning,2026-08-24 04:14:26.466066
TX0703,6677,success,none,NetBanking,1,new,2026-08-22 15:37:26.466072
TX0704,4650,success,none,UPI,1,returning,2026-08-24 18:35:26.466078
TX0705,5261,success,none,UPI,1,new,2026-08-19 02:58:26.466084
TX0706,672,success,none,UPI,1,new,2026-08-22 09:57:26.466090
TX0707,537,failed,insufficient_funds,UPI,3,returning,2026-08-22 09:53:26.466096
TX0708,6947,success,none,UPI,1,returning,2026-08-21 01:28:26.466103
TX0709,6132,success,none,Wallet,1,returning,2026-08-22 11:20:26.466109
TX0710,9060,success,none,NetBanking,1,new,2026-08-24 17:52:26.466115
TX0711,834,success,none,Card,1,new,2026-08-25 07:16:26.466121
TX0712,1754,failed,timeout,UPI,3,returning,2026-08-21 01:00:26.466128
TX0713,1499,failed,timeout,Wallet,2,new,2026-08-24 20:23:26.466135
TX0714,2967,success,none,NetBanking,1,frequent,2026-08-22 07:14:26.466141
TX0715,9224,failed,network_error,UPI,2,frequent,2026-08-20 01:32:26.466148
TX0716,5743,failed,network_error,Wallet,2,new,2026-08-20 16:32:26.466157
TX0717,1317,success,none,Card,1,returning,2026-08-22 20:31:26.466164
TX0718,4820,success,none,Wallet,1,frequent,2026-08-22 13:13:26.466170
TX0719,5040,success,none,NetBanking,1,frequent,2026-08-21 20:31:26.466176
TX0720,3882,failed,network_error,NetBanking,2,frequent,2026-08-24 15:50:26.466182
TX0721,6953,failed,insufficient_funds,Card,2,frequent,2026-08-20 10:43:26.466189
TX0722,4491,success,none,Wallet,1,new,2026-08-21 07:38:26.466194
TX0723,9363,success,none,Card,1,frequent,2026-08-21 01:22:26.466200
